"product_key","product_name","brand","subcategory","category","order_count","units_sold","revenue_usd","cost_usd","profit_usd","profit_margin"
"1213","Fabrikam Social Videographer 1/2'' 3mm E300 Grey","Fabrikam","Camcorders","Cameras and camcorders","21","69","11730.00","5980.23","5749.77","0.4902"
"1214","Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey","Fabrikam","Camcorders","Cameras and camcorders","12","37","6105.00","3112.44","2992.56","0.4902"
"1215","Fabrikam Social Videographer 2/3'' 17mm E100 Grey","Fabrikam","Camcorders","Cameras and camcorders","15","52","8320.00","4241.64","4078.36","0.4902"
"1216","Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black","Fabrikam","Camcorders","Cameras and camcorders","13","44","27280.00","12545.28","14734.72","0.5401"
"1217","Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Black","Fabrikam","Camcorders","Cameras and camcorders","5","15","8340.00","3835.20","4504.80","0.5401"
"1218","Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black","Fabrikam","Camcorders","Cameras and camcorders","11","34","21692.00","9975.26","11716.74","0.5401"
"1219","Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue","Fabrikam","Camcorders","Cameras and camcorders","17","53","35245.00","16207.93","19037.07","0.5401"
"1220","Fabrikam Budget Moviemaker 1'' 25mm E400 Black","Fabrikam","Camcorders","Cameras and camcorders","11","50","22600.00","11522.00","11078.00","0.4902"
"1221","Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black","Fabrikam","Camcorders","Cameras and camcorders","13","40","19280.00","9829.60","9450.40","0.4902"
"1222","Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Black","Fabrikam","Camcorders","Cameras and camcorders","9","18","7758.00","3955.32","3802.68","0.4902"
"1223","Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black","Fabrikam","Camcorders","Cameras and camcorders","19","86","39560.00","20168.72","19391.28","0.4902"
"1224","Fabrikam Trendsetter 1'' 25mm X400 Black","Fabrikam","Camcorders","Cameras and camcorders","12","37","38110.00","12626.62","25483.38","0.6687"
"1225","Fabrikam Trendsetter 1/2"" 3mm X300 Orange","Fabrikam","Camcorders","Cameras and camcorders","17","58","58000.00","19216.56","38783.44","0.6687"
"1226","Fabrikam Trendsetter 1/3'' 8.5mm X200 Black","Fabrikam","Camcorders","Cameras and camcorders","21","71","70929.00","23500.29","47428.71","0.6687"
"1227","Fabrikam Trendsetter 2/3"" 17mm X100 Orange","Fabrikam","Camcorders","Cameras and camcorders","17","38","37544.00","12438.92","25105.08","0.6687"
"1228","Fabrikam Independent Filmmaker 1"" 25mm X400 Blue","Fabrikam","Camcorders","Cameras and camcorders","19","50","81000.00","26837.00","54163.00","0.6687"
"1229","Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black","Fabrikam","Camcorders","Cameras and camcorders","15","38","59280.00","19640.68","39639.32","0.6687"
"1230","Fabrikam Independent Filmmaker 1/3"" 8.5mm X200 Blue","Fabrikam","Camcorders","Cameras and camcorders","10","25","38250.00","12673.00","25577.00","0.6687"
"1231","Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black","Fabrikam","Camcorders","Cameras and camcorders","13","42","63000.00","20873.16","42126.84","0.6687"
"1232","Fabrikam Business Videographer 1'' 25mm M600 Black","Fabrikam","Camcorders","Cameras and camcorders","15","50","44400.00","20418.00","23982.00","0.5401"
"1233","Fabrikam Business Videographer 1/2"" 3mm M500 Blue","Fabrikam","Camcorders","Cameras and camcorders","15","46","40388.00","18572.96","21815.04","0.5401"
"1234","Fabrikam Business Videographer 1/3"" 8.5mm M380 Blue","Fabrikam","Camcorders","Cameras and camcorders","7","17","14552.00","6691.88","7860.12","0.5401"
"1235","Fabrikam Business Videographer 2/3"" 17mm M280 Blue","Fabrikam","Camcorders","Cameras and camcorders","12","40","33520.00","15414.80","18105.20","0.5401"
"1236","Fabrikam Social Videographer 1"" 25mm E400 Blue","Fabrikam","Camcorders","Cameras and camcorders","13","36","6768.00","3450.60","3317.40","0.4902"
"1237","Fabrikam Social Videographer 1/2"" 3mm E300 Blue","Fabrikam","Camcorders","Cameras and camcorders","10","26","4628.00","2359.50","2268.50","0.4902"
"1238","Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue","Fabrikam","Camcorders","Cameras and camcorders","13","49","8232.00","4196.85","4035.15","0.4902"
"1239","Fabrikam Social Videographer 2/3"" 17mm E100 Blue","Fabrikam","Camcorders","Cameras and camcorders","14","42","6636.00","3383.10","3252.90","0.4902"
"1240","Fabrikam Business Videographer 1/2'' 3mm M500 White","Fabrikam","Camcorders","Cameras and camcorders","15","55","48290.00","22206.80","26083.20","0.5401"
"1241","Fabrikam Business Videographer 1/3'' 8.5mm M380 White","Fabrikam","Camcorders","Cameras and camcorders","12","34","29104.00","13383.76","15720.24","0.5401"
"1242","Fabrikam Business Videographer 2/3'' 17mm M280 White","Fabrikam","Camcorders","Cameras and camcorders","17","49","41062.00","18883.13","22178.87","0.5401"
"1243","Fabrikam Social Videographer 1'' 25mm E400 White","Fabrikam","Camcorders","Cameras and camcorders","12","41","7708.00","3929.85","3778.15","0.4902"
"1244","Fabrikam Social Videographer 1/2'' 3mm E300 White","Fabrikam","Camcorders","Cameras and camcorders","16","42","7476.00","3811.50","3664.50","0.4902"
"1245","Fabrikam Social Videographer 1/3'' 8.5mm E200 White","Fabrikam","Camcorders","Cameras and camcorders","19","59","9912.00","5053.35","4858.65","0.4902"
"1246","Fabrikam Social Videographer 2/3'' 17mm E100 White","Fabrikam","Camcorders","Cameras and camcorders","16","46","7268.00","3705.30","3562.70","0.4902"
"1247","Contoso Rechargeable Li-Ion Battery Pack E300 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","19","64","3199.36","1631.36","1568.00","0.4901"
"1248","Contoso Rechargeable Li-Ion Battery Pack E300 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","16","60","2999.40","1529.40","1470.00","0.4901"
"1249","Contoso Rechargeable Li-Ion Battery Pack E300 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","22","77","3849.23","1962.73","1886.50","0.4901"
"1250","Contoso Travel Charger for S-Series Battery E302 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","22","75","4499.25","2293.50","2205.75","0.4902"
"1251","Contoso Travel Charger for S-Series Battery E302 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","27","71","4259.29","2171.18","2088.11","0.4902"
"1252","Contoso Travel Charger for S-Series Battery E302 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","20","57","3419.43","1743.06","1676.37","0.4902"
"1253","Contoso General Carrying Case E304 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","17","53","1059.47","540.07","519.40","0.4902"
"1254","Contoso General Carrying Case E304 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","21","60","1199.40","611.40","588.00","0.4902"
"1255","Contoso General Carrying Case E304 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","24","69","1379.31","703.11","676.20","0.4902"
"1256","Contoso General Carrying Case E304 Blue","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","24","86","1719.14","876.34","842.80","0.4902"
"1257","Contoso Cyber Shot Digital Cameras Adapter E306 Pink","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","10","28","1119.72","570.92","548.80","0.4901"
"1258","Contoso Cyber Shot Digital Cameras Adapter E306 Blue","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","23","69","2759.31","1406.91","1352.40","0.4901"
"1259","Contoso Cyber Shot Digital Cameras Adapter E306 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","25","101","4038.99","2059.39","1979.60","0.4901"
"1260","Contoso Multi-Use Terminal Cable E308 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","20","67","2478.33","1263.62","1214.71","0.4901"
"1261","Contoso Multi-Use Terminal Cable E308 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","21","77","2848.23","1452.22","1396.01","0.4901"
"1262","Contoso Multi-Use Terminal Cable E308 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","17","54","1997.46","1018.44","979.02","0.4901"
"1263","Contoso Rechargeable Battery Pack E310 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","13","28","1959.72","999.04","960.68","0.4902"
"1264","Contoso Rechargeable Battery Pack E310 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","16","49","3429.51","1748.32","1681.19","0.4902"
"1265","Contoso Rechargeable Battery Pack E310 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","15","36","2519.64","1284.48","1235.16","0.4902"
"1266","Contoso Carrying Case E312 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","24","79","3946.84","2012.13","1934.71","0.4902"
"1267","Contoso Carrying Case E312 Pink","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","19","95","4746.20","2419.65","2326.55","0.4902"
"1268","Contoso Carrying Case E312 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","21","63","3147.48","1604.61","1542.87","0.4902"
"1269","Contoso Carrying Case E312 Blue","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","15","56","2797.76","1426.32","1371.44","0.4902"
"1270","Contoso Lens Cap Keeper E314 Pink","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","21","72","500.40","254.88","245.52","0.4906"
"1271","Contoso Lens Cap Keeper E314 Yellow","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","23","68","472.60","240.72","231.88","0.4906"
"1272","Contoso Lens Cap Keeper E314 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","23","81","562.95","286.74","276.21","0.4906"
"1273","Contoso Lens Cap Keeper E314 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","20","55","382.25","194.70","187.55","0.4906"
"1274","Contoso Digital Cameras Lightweight Tripod E316 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","21","72","3753.36","1913.76","1839.60","0.4901"
"1275","Contoso Digital Cameras Lightweight Tripod E316 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","12","31","1616.03","823.98","792.05","0.4901"
"1276","Contoso Digital Cameras Lightweight Tripod E316 Pink","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","20","74","3857.62","1966.92","1890.70","0.4901"
"1277","Contoso Digital Cameras Lightweight Tripod E316 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","22","84","4378.92","2232.72","2146.20","0.4901"
"1278","Contoso General Soft Carrying Case E318 Blue","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","17","57","854.43","435.48","418.95","0.4903"
"1279","Contoso General Soft Carrying Case E318 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","25","93","1394.07","710.52","683.55","0.4903"
"1280","Contoso General Soft Carrying Case E318 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","20","51","764.49","389.64","374.85","0.4903"
"1281","Contoso General Soft Carrying Case E318 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","25","93","1394.07","710.52","683.55","0.4903"
"1282","Contoso Mini Battery Charger Kit E320 Red","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","26","75","1874.25","955.50","918.75","0.4902"
"1283","Contoso Mini Battery Charger Kit E320 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","25","54","1349.46","687.96","661.50","0.4902"
"1284","Contoso Mini Battery Charger Kit E320 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","27","78","1949.22","993.72","955.50","0.4902"
"1285","Contoso Mini Battery Charger Kit E320 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","14","31","774.69","394.94","379.75","0.4902"
"1286","Contoso Genuine Leather Grip Belt E322 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","19","48","3743.52","1908.48","1835.04","0.4902"
"1287","Contoso Genuine Leather Grip Belt E322 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","25","57","4445.43","2266.32","2179.11","0.4902"
"1288","Contoso Genuine Leather Grip Belt E322 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","17","45","3509.55","1789.20","1720.35","0.4902"
"1289","Contoso Genuine Leather Grip Belt E322 Grey","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","23","71","5537.29","2822.96","2714.33","0.4902"
"1290","Contoso Macro Zoom Lens X300 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","11","36","13195.80","4372.20","8823.60","0.6687"
"1291","Contoso Macro Zoom Lens X300 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","23","74","27124.70","8987.30","18137.40","0.6687"
"1292","Contoso Macro Zoom Lens X300 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","34","95","34822.25","11537.75","23284.50","0.6687"
"1293","Contoso Telephoto Conversion Lens X400 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","14","42","24990.00","8279.88","16710.12","0.6687"
"1294","Contoso Telephoto Conversion Lens X400 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","24","45","26775.00","8871.30","17903.70","0.6687"
"1295","Contoso Telephoto Conversion Lens X400 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","20","56","33320.00","11039.84","22280.16","0.6687"
"1296","Contoso USB Cable M250 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","24","92","2300.00","1058.00","1242.00","0.5400"
"1297","Contoso USB Cable M250 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","29","68","1700.00","782.00","918.00","0.5400"
"1298","Contoso USB Cable M250 Yellow","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","23","87","2175.00","1000.50","1174.50","0.5400"
"1299","Contoso USB Cable M250 Blue","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","12","30","750.00","345.00","405.00","0.5400"
"1300","Contoso Telephoto Conversion Lens M350 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","28","84","7980.00","3669.96","4310.04","0.5401"
"1301","Contoso Telephoto Conversion Lens M350 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","21","68","6460.00","2970.92","3489.08","0.5401"
"1302","Contoso Telephoto Conversion Lens M350 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","20","73","6935.00","3189.37","3745.63","0.5401"
"1303","Contoso Telephoto Conversion Lens M350 Blue","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","23","83","7885.00","3626.27","4258.73","0.5401"
"1304","Contoso Lens Adapter M450 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","21","49","3332.00","1532.23","1799.77","0.5401"
"1305","Contoso Lens Adapter M450 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","18","81","5508.00","2532.87","2975.13","0.5401"
"1306","Contoso Lens Adapter M450 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","19","71","4828.00","2220.17","2607.83","0.5401"
"1307","Contoso Lens Adapter M450 Grey","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","19","86","5848.00","2689.22","3158.78","0.5401"
"1308","Contoso Digital Camera/Camcorder USB Cable E324 Purple","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","22","97","2716.00","1385.16","1330.84","0.4900"
"1309","Contoso Digital Camera/Camcorder USB Cable E324 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","14","53","1484.00","756.84","727.16","0.4900"
"1310","Contoso Digital Camera/Camcorder USB Cable E324 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","14","44","1232.00","628.32","603.68","0.4900"
"1311","Contoso Digital Camera/Camcorder USB Cable E324 White","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","26","93","2604.00","1328.04","1275.96","0.4900"
"1312","Contoso Conversion Lens M550 Blue","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","21","54","11070.00","5090.58","5979.42","0.5401"
"1313","Contoso Conversion Lens M550 Black","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","26","75","15375.00","7070.25","8304.75","0.5401"
"1314","Contoso Conversion Lens M550 Silver","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","19","56","11480.00","5279.12","6200.88","0.5401"
"1315","Contoso Conversion Lens M550 Pink","Contoso","Cameras & Camcorders Accessories","Cameras and camcorders","20","56","11480.00","5279.12","6200.88","0.5401"
"1316","Contoso Single-line phones E10 Black","Contoso","Home & Office Phones","Cell phones","18","52","519.48","264.68","254.80","0.4905"
"1317","Contoso Dual Handset Cordless Phone System  E20 Black","Contoso","Home & Office Phones","Cell phones","20","54","701.46","357.48","343.98","0.4904"
"1318","Contoso 3 Handset Cordless Phone System  E30 Black","Contoso","Home & Office Phones","Cell phones","18","57","968.43","493.62","474.81","0.4903"
"1319","Contoso Multi-line phones M30 Black","Contoso","Home & Office Phones","Cell phones","23","78","1793.22","824.46","968.76","0.5402"
"1320","Contoso KSU-less key system M38 Black","Contoso","Home & Office Phones","Cell phones","17","54","1457.46","670.14","787.32","0.5402"
"1321","Contoso Hybrid system M60 Black","Contoso","Home & Office Phones","Cell phones","14","34","985.66","453.22","532.44","0.5402"
"1322","Contoso Private Branch Exchange M88 Black","Contoso","Home & Office Phones","Cell phones","27","93","3068.07","1410.81","1657.26","0.5402"
"1323","Contoso 4 Handset Cordless Phone System M86 Black","Contoso","Home & Office Phones","Cell phones","19","56","2015.44","926.80","1088.64","0.5402"
"1324","Contoso Private Automatic Branch Exchange M65 Black","Contoso","Home & Office Phones","Cell phones","19","59","2300.41","1057.87","1242.54","0.5401"
"1325","Contoso Electronic Private Automatic Branch Exchange M90 Black","Contoso","Home & Office Phones","Cell phones","24","80","3199.20","1471.20","1728.00","0.5401"
"1326","Contoso Centrex Phone System L10 Black","Contoso","Home & Office Phones","Cell phones","16","62","2665.38","882.88","1782.50","0.6688"
"1327","Contoso In front of Centrex L15 Black","Contoso","Home & Office Phones","Cell phones","26","93","4370.07","1448.01","2922.06","0.6687"
"1328","Contoso behind Centrex X15 Black","Contoso","Home & Office Phones","Cell phones","23","58","2899.42","960.48","1938.94","0.6687"
"1329","Contoso Phone with 13-Number Memory (210) M301 Black","Contoso","Home & Office Phones","Cell phones","24","67","1138.33","523.27","615.06","0.5403"
"1330","Contoso Expandable Cordless Phone System M008 Black","Contoso","Home & Office Phones","Cell phones","20","56","1287.44","591.92","695.52","0.5402"
"1331","Contoso Phone System Accessory Handset with Charger M308 Black","Contoso","Home & Office Phones","Cell phones","20","93","2510.07","1154.13","1355.94","0.5402"
"1332","Contoso 2-Line Corded Cordless Telephone M202 Black","Contoso","Home & Office Phones","Cell phones","18","76","2203.24","1013.08","1190.16","0.5402"
"1333","Contoso 4-Line Corded Cordless Telephone M203 Black","Contoso","Home & Office Phones","Cell phones","20","64","2111.36","970.88","1140.48","0.5402"
"1334","Contoso Expandable 3-Handset Cordless Phone System M204 Black","Contoso","Home & Office Phones","Cell phones","20","72","2591.28","1191.60","1399.68","0.5402"
"1335","Contoso Expandable 2-Handset Cordless Phone System M205 Black","Contoso","Home & Office Phones","Cell phones","16","33","1326.27","609.84","716.43","0.5402"
"1336","Contoso Expandable 4-Handset Cordless Phone System M206 Black","Contoso","Home & Office Phones","Cell phones","16","44","1927.64","886.60","1041.04","0.5401"
"1337","Contoso Expandable1-Handset Cordless Phone System M207 Black","Contoso","Home & Office Phones","Cell phones","21","75","3558.00","1636.50","1921.50","0.5401"
"1338","Contoso Digital Cordless Expansion Handset Phone M900 Black","Contoso","Home & Office Phones","Cell phones","17","59","1946.41","895.03","1051.38","0.5402"
"1339","Contoso 2-Line Speakerphone M109 Black","Contoso","Home & Office Phones","Cell phones","16","51","1835.49","844.05","991.44","0.5402"
"1340","Contoso Phone with Memory Dialing-single line E88 Black","Contoso","Home & Office Phones","Cell phones","23","58","823.02","419.34","403.68","0.4905"
"1341","Contoso Phone with Memory Dialing-2 lines E90 Black","Contoso","Home & Office Phones","Cell phones","24","69","1104.00","563.04","540.96","0.4900"
"1342","Contoso Integrated Business Phone With card L10 Black","Contoso","Home & Office Phones","Cell phones","15","46","1932.00","640.32","1291.68","0.6686"
"1343","Contoso Integrated Business Phone L08 Black","Contoso","Home & Office Phones","Cell phones","11","28","868.00","287.56","580.44","0.6687"
"1344","Contoso Phone for MSN E200 Black","Contoso","Home & Office Phones","Cell phones","13","39","624.00","318.24","305.76","0.4900"
"1345","Contoso 4-Line Expandable Cordless Phone System M900 Black","Contoso","Home & Office Phones","Cell phones","22","64","1408.00","647.68","760.32","0.5400"
"1346","Contoso Lifestyles Series - Big Button Cordless phone M800 Black","Contoso","Home & Office Phones","Cell phones","18","53","1219.00","560.74","658.26","0.5400"
"1347","Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 Black","Contoso","Home & Office Phones","Cell phones","12","45","945.00","434.70","510.30","0.5400"
"1348","Contoso Waterproof Accessory Handset and Charging Cradle M609 Black","Contoso","Home & Office Phones","Cell phones","13","37","850.63","391.09","459.54","0.5402"
"1349","Contoso Single-line phones E10 White","Contoso","Home & Office Phones","Cell phones","22","76","759.24","386.84","372.40","0.4905"
"1350","Contoso Dual Handset Cordless Phone System E20 White","Contoso","Home & Office Phones","Cell phones","22","56","727.44","370.72","356.72","0.4904"
"1351","Contoso 3 Handset Cordless Phone System E30 White","Contoso","Home & Office Phones","Cell phones","14","37","628.63","320.42","308.21","0.4903"
"1352","Contoso Multi-line phones M30 White","Contoso","Home & Office Phones","Cell phones","25","79","1816.21","835.03","981.18","0.5402"
"1353","Contoso KSU-less key system M38 White","Contoso","Home & Office Phones","Cell phones","16","47","1268.53","583.27","685.26","0.5402"
"1354","Contoso Hybrid system M60 White","Contoso","Home & Office Phones","Cell phones","20","58","1681.42","773.14","908.28","0.5402"
"1355","Contoso Private Branch Exchange M88 White","Contoso","Home & Office Phones","Cell phones","16","34","1121.66","515.78","605.88","0.5402"
"1356","Contoso 4 Handset Cordless Phone System M86 White","Contoso","Home & Office Phones","Cell phones","22","75","2699.25","1241.25","1458.00","0.5402"
"1357","Contoso Private Automatic Branch Exchange M65 White","Contoso","Home & Office Phones","Cell phones","20","57","2222.43","1022.01","1200.42","0.5401"
"1358","Contoso Electronic Private Automatic Branch Exchange M90 White","Contoso","Home & Office Phones","Cell phones","22","74","2959.26","1360.86","1598.40","0.5401"
"1359","Contoso Centrex Phone System L10 White","Contoso","Home & Office Phones","Cell phones","21","69","2966.31","982.56","1983.75","0.6688"
"1360","Contoso In front of Centrex L15 White","Contoso","Home & Office Phones","Cell phones","19","82","3853.18","1276.74","2576.44","0.6687"
"1361","Contoso Behind Centrex X15 White","Contoso","Home & Office Phones","Cell phones","20","74","3699.26","1225.44","2473.82","0.6687"
"1362","Contoso Phone with 13-Number Memory (210) M301 White","Contoso","Home & Office Phones","Cell phones","16","54","917.46","421.74","495.72","0.5403"
"1363","Contoso Expandable Cordless Phone System M008 White","Contoso","Home & Office Phones","Cell phones","17","60","1379.40","634.20","745.20","0.5402"
"1364","Contoso Phone System Accessory Handset with Charger M308 White","Contoso","Home & Office Phones","Cell phones","25","72","1943.28","893.52","1049.76","0.5402"
"1365","Contoso 2-Line Corded Cordless Telephone M202 White","Contoso","Home & Office Phones","Cell phones","15","49","1420.51","653.17","767.34","0.5402"
"1366","Contoso 4-Line Corded Cordless Telephone M203 White","Contoso","Home & Office Phones","Cell phones","21","54","1781.46","819.18","962.28","0.5402"
"1367","Contoso Expandable 3-Handset Cordless Phone System M204 White","Contoso","Home & Office Phones","Cell phones","23","60","2159.40","993.00","1166.40","0.5402"
"1368","Contoso Expandable 2-Handset Cordless Phone System M205 White","Contoso","Home & Office Phones","Cell phones","20","53","2130.07","979.44","1150.63","0.5402"
"1369","Contoso Expandable 4-Handset Cordless Phone System M206 White","Contoso","Home & Office Phones","Cell phones","22","54","2365.74","1088.10","1277.64","0.5401"
"1370","Contoso Expandable1-Handset Cordless Phone System M207 White","Contoso","Home & Office Phones","Cell phones","23","59","2798.96","1287.38","1511.58","0.5401"
"1371","Contoso Digital Cordless Expansion Handset Phone M900 White","Contoso","Home & Office Phones","Cell phones","13","33","1088.67","500.61","588.06","0.5402"
"1372","Contoso 2-Line Speakerphone M109 White","Contoso","Home & Office Phones","Cell phones","26","88","3167.12","1456.40","1710.72","0.5402"
"1373","Contoso Phone with Memory Dialing-single line E88 White","Contoso","Home & Office Phones","Cell phones","18","62","879.78","448.26","431.52","0.4905"
"1374","Contoso Phone with Memory Dialing-2 lines E90 White","Contoso","Home & Office Phones","Cell phones","20","61","976.00","497.76","478.24","0.4900"
"1375","Contoso Integrated Business Phone With card L10 White","Contoso","Home & Office Phones","Cell phones","23","77","3234.00","1071.84","2162.16","0.6686"
"1376","Contoso Integrated Business Phone L08 White","Contoso","Home & Office Phones","Cell phones","14","43","1333.00","441.61","891.39","0.6687"
"1377","Contoso Phone for MSN E200 White","Contoso","Home & Office Phones","Cell phones","16","55","880.00","448.80","431.20","0.4900"
"1378","Contoso 4-Line Expandable Cordless Phone System M900 White","Contoso","Home & Office Phones","Cell phones","16","52","1144.00","526.24","617.76","0.5400"
"1379","Contoso Lifestyles Series - Big Button Cordless phone M800 White","Contoso","Home & Office Phones","Cell phones","16","56","1288.00","592.48","695.52","0.5400"
"1380","Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 White","Contoso","Home & Office Phones","Cell phones","21","57","1197.00","550.62","646.38","0.5400"
"1381","Contoso Waterproof Accessory Handset and Charging Cradle M609 White","Contoso","Home & Office Phones","Cell phones","16","68","1563.32","718.76","844.56","0.5402"
"1382","Contoso Single-line phones E10 Grey","Contoso","Home & Office Phones","Cell phones","11","38","379.62","193.42","186.20","0.4905"
"1383","Contoso Dual Handset Cordless Phone System E20 Grey","Contoso","Home & Office Phones","Cell phones","16","45","584.55","297.90","286.65","0.4904"
"1384","Contoso 3 Handset Cordless Phone System E30 Grey","Contoso","Home & Office Phones","Cell phones","15","42","713.58","363.72","349.86","0.4903"
"1385","Contoso Multi-line phones M30 Grey","Contoso","Home & Office Phones","Cell phones","24","91","2092.09","961.87","1130.22","0.5402"
"1386","Contoso KSU-less key system M38 Grey","Contoso","Home & Office Phones","Cell phones","22","80","2159.20","992.80","1166.40","0.5402"
"1387","Contoso Hybrid system M60 Grey","Contoso","Home & Office Phones","Cell phones","25","73","2116.27","973.09","1143.18","0.5402"
"1388","Contoso Private Branch Exchange M88 Grey","Contoso","Home & Office Phones","Cell phones","21","76","2507.24","1152.92","1354.32","0.5402"
"1389","Contoso 4 Handset Cordless Phone System M86 Grey","Contoso","Home & Office Phones","Cell phones","17","60","2159.40","993.00","1166.40","0.5402"
"1390","Contoso Private Automatic Branch Exchange M65 Grey","Contoso","Home & Office Phones","Cell phones","15","38","1481.62","681.34","800.28","0.5401"
"1391","Contoso Electronic Private Automatic Branch Exchange M90 Grey","Contoso","Home & Office Phones","Cell phones","18","53","2119.47","974.67","1144.80","0.5401"
"1392","Contoso Centrex Phone System L10 Grey","Contoso","Home & Office Phones","Cell phones","18","59","2536.41","840.16","1696.25","0.6688"
"1393","Contoso In front of Centrex L15 Grey","Contoso","Home & Office Phones","Cell phones","19","60","2819.40","934.20","1885.20","0.6687"
"1394","Contoso behind Centrex X15 Grey","Contoso","Home & Office Phones","Cell phones","25","78","3899.22","1291.68","2607.54","0.6687"
"1395","Contoso Phone with 13-Number Memory (210) M301 Grey","Contoso","Home & Office Phones","Cell phones","19","50","849.50","390.50","459.00","0.5403"
